cutoff,subsystem,ftype,n_fail_cum,gamma,m1,m1_lo95,m1_hi95,m1_rhat
2019-08-31,9,2,0,833.780656711964,3693.218488014051,145.2866330048072,30546.667312131754,1.0026810225932574
2019-08-31,9,6,0,4880.11876265983,21876.436495485836,744.3727747694368,179803.18883863953,1.0026810225932574
2019-08-31,10,1,0,20272.653820546017,88915.21558877396,3352.188294996379,754652.9725537774,1.0026810225932574
2019-08-31,10,2,1,9494.226910273008,16490.841421811463,579.4198789302541,134934.04633902723,1.0026810225932574
2019-08-31,10,6,0,256066.35382054604,1112758.1876888378,38294.19178187411,9950199.543363066,1.0026810225932574
2019-08-31,11,1,0,763.8660490251126,3474.224003876017,137.95868636375295,28939.37340642349,1.0026810225932574
2019-08-31,11,2,0,938.0626777361305,4230.660345917644,157.48850539653603,35225.13235540346,1.0026810225932574
2019-08-31,11,6,0,5681.362357516993,25389.6996561705,930.7972300019322,213964.91513396896,1.0026810225932574
2019-08-31,12,1,1,381.096184632256,814.3278425663824,43.25877754425533,5980.506583286577,1.0026810225932574
2019-08-31,12,2,0,285.78051844618125,1327.1871000946796,67.42669530966572,9224.746357521386,1.0026810225932574
2019-08-31,12,6,0,1427.7781288732422,6347.081715029113,223.58764222555322,50443.57492398538,1.0026810225932574
2019-08-31,13,1,0,4546.553905592966,19885.859635115325,673.6563319413768,193265.41489953664,1.0026810225932574
2019-08-31,13,2,0,2288.179187686339,10409.872050373433,402.3568654625266,82378.8483759975,1.0026810225932574
2019-08-31,13,6,0,27137.184477074396,119581.29825639233,4125.212608603177,987253.1049425532,1.0026810225932574
2019-08-31,14,1,0,1525.3281910785247,6793.866483149967,270.5085403183083,55124.0552672182,1.0026810225932574
2019-08-31,14,2,0,153166.453820546,680734.7748842153,22744.545058121643,6232978.28542939,1.0026810225932574
2019-08-31,14,6,0,831555.453820546,3661087.723548762,124247.39531365469,31144110.97790951,1.0026810225932574
2019-08-31,15,1,0,1437.181895126169,6512.81374756988,246.05021214253784,49800.40002287885,1.0026810225932574
2019-08-31,15,2,0,45349.65382054602,197139.25671493085,6827.935111900546,1622621.9324230358,1.0026810225932574
2019-08-31,15,6,0,93189.45382054601,407697.5474038931,15031.40236678551,3314934.3702656096,1.0026810225932574
2019-08-31,16,1,0,2204.50923389147,9996.682603631334,374.0745249830008,88220.69801455027,1.0026810225932574
2019-08-31,17,1,0,1032.7988904603064,4650.608173938594,185.2500305565255,38323.94463824604,1.0026810225932574
2019-08-31,17,2,0,1142.0684439605625,5092.671960524872,210.32902963313495,39218.74963742415,1.0026810225932574
2019-08-31,17,6,0,1959.6573463435877,8829.120754955513,321.3259285124566,77211.10715445729,1.0026810225932574
2019-08-31,18,1,0,1032.674985743552,4655.200185387926,188.67273176994533,38649.426548375195,1.0026810225932574
2019-08-31,18,2,0,1101.4048593309915,4993.795614003484,201.10704680243117,47960.956055242794,1.0026810225932574
2019-08-31,18,6,0,8613.49171143958,38080.845364198634,1457.0917605912505,326670.34936890187,1.0026810225932574
2019-08-31,19,1,0,108.92575228031036,495.2434441755375,31.999096578006608,3320.6585048463503,1.0026810225932574
2019-08-31,19,2,0,277.67067548687993,1288.3722150984477,59.72841484012355,9878.77244516435,1.0026810225932574
2019-08-31,19,6,0,374.88315702864986,1713.9061008677577,79.47601974505524,13543.233021883136,1.0026810225932574
2019-08-31,20,1,0,208.58955146745336,972.7300216209268,53.14396473497616,7225.066788637621,1.0026810225932574
2019-08-31,20,2,0,157.74117124848934,740.8892830654199,41.70529644392481,5456.3561006467835,1.0026810225932574
2019-08-31,20,6,0,1013.9588004589095,4489.346032233599,173.2707799719422,36450.25626821101,1.0026810225932574
2019-08-31,21,1,0,1061.8002224125844,4752.9673463089775,189.27685550690555,38231.246503208255,1.0026810225932574
2019-08-31,22,1,0,2062.510246249498,9186.262308033509,354.8347691508905,75267.83412329727,1.0026810225932574
2019-08-31,22,2,0,16475.087941722897,72896.32191593663,2265.5276218566128,685518.9891955387,1.0026810225932574
2019-08-31,22,6,0,56708.703448627144,253072.92895001694,8460.321462983988,2109070.2579157935,1.0026810225932574
2019-08-31,23,1,0,464.9254989023633,2126.619593021935,88.90578998729538,17109.733887225884,1.0026810225932574
2019-08-31,23,2,0,733.3167965016295,3375.07241364653,144.81001069128789,27055.103599754406,1.0026810225932574
2019-08-31,23,6,0,2868.6093313651772,12753.252352320807,478.86390546391624,107294.02442178069,1.0026810225932574
2019-08-31,24,1,0,4459.061216483697,19861.033070397763,713.2982280081433,171955.52342787458,1.0026810225932574
2019-08-31,24,2,0,4102.709303930498,18311.247063546387,691.3340470008327,152544.5430608896,1.0026810225932574
2019-08-31,24,6,0,30315.15575480329,133884.43572860537,4779.772124101827,1268197.2730800095,1.0026810225932574
2019-08-31,25,1,0,604.2213405947361,2727.504321169856,115.51607689314407,21820.637322490886,1.0026810225932574
2019-08-31,26,1,0,1159.1905849029583,5191.679165421175,201.8993504815654,40433.02555514571,1.0026810225932574
2019-08-31,26,2,0,20492.068402430763,89154.40851579754,3157.6538928759514,730953.1165784526,1.0026810225932574
2019-08-31,26,6,0,38146.056549774345,169332.3184486303,6069.147993330205,1336526.1214007197,1.0026810225932574
2019-08-31,27,1,0,233.20132019577397,1069.358542725586,55.006184572896245,7565.502751173147,1.0026810225932574
2019-08-31,27,2,0,142.08041671850728,643.0099298420898,37.047439220908295,4296.269899941517,1.0026810225932574
2019-08-31,27,6,0,1028.4846550086259,4709.05421800866,182.48563792533815,38330.4345364925,1.0026810225932574
2019-08-31,28,1,0,33913.75524404815,149666.01257162233,4984.801681783005,1316311.1417195506,1.0026810225932574
2019-08-31,29,1,0,397.5503528974114,1831.9997081509105,84.22204338927331,14627.516556946597,1.0026810225932574
2019-08-31,29,2,0,896.8765267082539,4056.3021955403183,166.16269492365802,35168.879090384646,1.0026810225932574
2019-08-31,29,6,0,3534.9307205460163,15670.89625349185,597.3518223076446,129255.60730981438,1.0026810225932574
2019-09-30,1,1,0,273.7870725654049,1050.8865357022785,63.439475353769225,7953.234773048953,1.0024553903155737
2019-09-30,1,2,0,553.9559179825159,2063.267485755143,105.29165012188832,16694.102455574728,1.0024553903155737
2019-09-30,1,6,0,2201.6200312971587,8106.672234310251,363.59394408042135,73887.73438014925,1.0024553903155737
2019-09-30,2,1,0,156.07655481012011,597.8359148082791,42.62087794870744,3954.500135735882,1.0024553903155737
2019-09-30,2,2,0,223.86070217396525,842.9837397440383,58.13733016663909,5792.468555750807,1.0024553903155737
2019-09-30,2,6,0,943.2575582556728,3492.209693279485,172.04715332019848,30792.74587290263,1.0024553903155737
2019-09-30,3,1,0,400.72626219835666,1528.5226576508849,87.89981224169237,11076.575661988289,1.0024553903155737
2019-09-30,3,2,0,1211.4648469891447,4488.177546038642,214.35780608531616,38014.64623054166,1.0024553903155737
2019-09-30,3,6,0,1820.610257619632,6610.943734757234,300.1271620718476,58595.29116508357,1.0024553903155737
