cutoff,subsystem,ftype,n_fail_cum,gamma,m3,m3_lo95,m3_hi95
2020-02-29,18,2,0,1168.7526577083202,18241.07358652247,9.216366298816141e-21,28.99096516489908
2020-02-29,18,6,0,8680.839509816908,120193.16270387161,3.860449820022836e-21,53.45957535864583
2020-02-29,19,1,0,176.27355065763902,2451.634021818747,7.759615756924203e-14,238.77124230935192
2020-02-29,19,2,0,345.01847386420854,5707.250836158075,2.7016488192779357e-17,117.27077476656392
2020-02-29,19,6,0,442.23095540597853,7345.648616297272,1.1764906245026814e-18,88.46521564199904
2020-02-29,20,1,0,275.93734984478203,4466.847253609034,2.513922784310524e-16,155.43679157298288
2020-02-29,20,2,0,225.08896962581798,3486.4840308361295,5.733657682467144e-15,198.22109481270758
2020-02-29,20,6,0,1081.3065988362382,16987.153601444308,9.2052488282104e-21,40.13150486404858
2020-02-29,21,1,0,1129.148020789913,17674.21996520262,9.227935260740914e-21,38.40608424463828
2020-02-29,22,1,0,2129.8580446268265,31677.372445014702,4.8928712593171706e-21,31.774823732105766
2020-02-29,22,2,0,16542.435740100227,225621.75805464375,3.4107762304570764e-21,46.47444838245723
2020-02-29,22,6,0,56776.05124700447,764440.4241286289,3.2628515807010715e-21,113.7809667171818
2020-02-29,23,1,0,532.273297279692,8793.46550705172,1.2728961863730257e-19,83.44436635957436
2020-02-29,23,2,0,800.6645948789582,12890.112148501717,1.7098683170156377e-20,60.75487821515106
2020-02-29,23,6,0,2935.957129742506,42717.63747906928,4.524041337914969e-21,38.18596072550716
2020-02-29,24,1,0,4526.409014861025,64283.41587196099,4.062958046349465e-21,21.719633964136133
2020-02-29,24,2,0,4170.057102307827,59466.17746959821,3.9142923102722455e-21,27.874393551163443
2020-02-29,24,6,0,30382.50355318062,411014.86185864365,3.499233908342762e-21,83.8899947522716
2020-02-29,25,1,0,671.5691389720648,10950.446509819927,1.9551605484239494e-20,55.17945003017785
2020-02-29,26,1,0,1226.538383280287,19065.297937361396,8.237049057615543e-21,30.33646814740586
2020-02-29,26,2,0,20559.416200808093,279443.2838962672,3.7215413377319616e-21,67.18320463190814
2020-02-29,26,6,0,38213.40434815167,515883.1425424623,3.501465974467035e-21,61.37250547747549
2020-02-29,27,1,0,300.54911857310265,4918.472924619748,8.792598866266956e-17,133.0643087906247
2020-02-29,27,2,0,209.42821509583592,3167.2916403119934,1.5898000023632207e-14,216.8112203026277
2020-02-29,27,6,0,1095.8324533859545,17196.04542917047,9.703160676426266e-21,31.330642702265674
2020-02-29,28,1,0,33981.10304242548,459207.20569119276,3.559495397705537e-21,87.2830999509816
2020-02-29,29,1,0,464.89815127474003,7715.267955755165,5.342833908300297e-19,71.4799951149647
2020-02-29,29,2,0,964.2243250855826,15293.410235348285,9.788345578315505e-21,38.291582415869975
2020-02-29,29,6,0,3602.278518923345,51775.89995070601,3.915399315515306e-21,32.342466434805594
2020-03-31,1,1,1,176.85986111831346,100.17318864299308,0.022410355427298457,134.62433421306343
2020-03-31,1,2,0,633.8885676537379,12272.518537620632,2.366556465575487e-20,58.18173205926878
2020-03-31,1,6,0,2281.5526809683806,38311.98938887289,5.6086279336520654e-21,25.321586792623712
2020-03-31,2,1,0,236.00920448134212,4314.4952884496315,1.7971358264112373e-15,179.05082132008297
2020-03-31,2,2,0,303.79335184518726,5907.334464990607,3.8360539279659834e-17,137.06470388552586
2020-03-31,2,6,0,1023.1902079268949,18823.70392012101,1.0306735614523814e-20,44.95958680139674
2020-03-31,3,1,1,240.32945593478934,97.20105433923275,0.05702069258524132,145.94615639277148
2020-03-31,3,2,1,645.6987483301833,119.34227246338958,6.7353090781004325e-06,161.46805293842039
2020-03-31,3,6,0,1900.542907290854,32541.060837374294,5.844887299574467e-21,34.32813900874248
2020-03-31,4,1,1,282.15181016345247,126.35442639919722,1.4532227228205617e-12,105.45678550231993
2020-03-31,4,2,0,1121.0515036047043,20403.39713569644,9.961645587688102e-21,51.10770187707745
2020-03-31,4,6,0,4389.0136073915955,69533.9477183444,4.134214532537217e-21,40.8417572222235
2020-03-31,5,1,0,482.96727706819513,9527.101286774034,5.73769364121098e-20,67.57074294447881
2020-03-31,5,2,2,97.63207446081545,54.186920631588364,0.12623595731820028,76.87480254481248
2020-03-31,5,6,0,695.8811437600772,13355.789935143575,1.9316886756160026e-20,73.40085760805424
2020-03-31,6,1,1,296.9380791602751,125.97402584208419,7.97259649733471e-12,73.1738258354219
2020-03-31,7,1,1,497.8284778110485,128.18426280400163,2.7062666492224965e-16,114.133470500409
2020-03-31,7,2,1,208.32936335682768,127.61200498967109,1.4476212299040597e-15,90.44697301646362
2020-03-31,7,6,0,2706.1130592772065,44675.51084714235,4.9382923337377656e-21,31.262763173243844
2020-03-31,8,1,0,536.6429233440047,10524.734771915812,2.529745378838389e-20,66.97780874409162
2020-03-31,8,2,0,312.7390072251518,6104.187625236018,3.077480949867032e-17,150.64695291467476
2020-03-31,8,6,0,1941.6174724859256,33166.699476431706,5.908902148713538e-21,25.648831782679355
2020-03-31,9,1,3,239.69935270993832,43.68742643134557,2.733158347684438,75.15838344490325
2020-03-31,9,2,0,924.8949162712107,17215.86789427387,1.2051185327226423e-20,50.05319180138835
2020-03-31,9,6,0,4971.233022219077,78059.6443372821,4.0695118643296356e-21,32.809570717246864
2020-03-31,10,1,1,10181.884040052631,127.94257869061974,8.989708218767507e-14,157.43475128588892
2020-03-31,10,2,1,9539.784040052631,127.40864286380518,3.018395364423432e-15,94.41607727756187
2020-03-31,10,6,1,128078.73404005264,127.68260166675041,6.017431861009498e-16,98.4649140543807
2020-03-31,11,1,0,854.9803085843594,16056.682406064352,1.2075130373854386e-20,44.9718574847984
2020-03-31,11,2,0,1029.1769372953772,18920.9029129738,1.1525785620831272e-20,35.78453419445939
2020-03-31,11,6,0,5772.47661707624,89758.1381066656,4.0193788130143285e-21,20.567870844605235
2020-03-31,12,1,2,284.4355429412529,63.87175727510457,2.0502798878597496e-10,92.93683680950686
2020-03-31,12,2,0,376.89477800542795,7455.048347967755,2.01960322938055e-18,121.32130020564092
2020-03-31,12,6,0,1518.8923884324888,26673.46967009837,7.137097379069735e-21,37.42790218956463
2020-03-31,13,1,0,4637.668165152212,73178.19387154818,4.026755717895489e-21,30.381496023501132
2020-03-31,13,2,0,2379.2934472455854,39782.29545730611,5.1138450173080795e-21,32.72827240414657
2020-03-31,13,6,0,27228.298736633642,400093.6600827884,3.581333704282759e-21,53.705900769978555
2020-03-31,14,1,0,1616.4424506377713,28183.89649332572,6.038420251618888e-21,25.0335689818704
2020-03-31,14,2,1,76628.78404005263,122.52176525608778,1.2779771421649283e-08,130.0070181932846
2020-03-31,14,6,2,277215.52269336843,63.604345377430505,4.271157889802523e-13,89.58877544651979
2020-03-31,15,1,2,509.43205156180517,63.670776281654376,2.198704903831855e-11,87.2999288083227
2020-03-31,15,2,2,15146.92269336842,63.15262272988097,1.9278099127042373e-15,59.5036695195088
2020-03-31,15,6,1,46640.28404005263,128.9595603257144,1.3312517983490459e-14,202.6770570602562
2020-03-31,16,1,0,2295.6234934507165,38523.87726370404,5.541059633078421e-21,29.112624140652716
2020-03-31,17,1,0,1123.913150019553,20449.31426993797,1.0365314209421673e-20,51.750148334876
2020-03-31,17,2,0,1233.1827035198091,22192.324980984573,8.027870909179881e-21,41.87064588756526
2020-03-31,17,6,0,2050.7716059028344,34824.85299826756,5.9757142078473596e-21,29.24253683116454
2020-03-31,18,1,0,1123.7892453027987,20447.326435775474,1.1431191339844143e-20,41.29760568639112
2020-03-31,18,2,0,1192.5191188902381,21545.92596742413,8.05109144801447e-21,45.28558397174398
2020-03-31,18,6,0,8704.605970998826,132376.77890957906,3.928110792451149e-21,29.14753731647204
2020-03-31,19,1,0,200.04001183955705,3357.364773123568,3.126097075521335e-14,298.4242356138162
2020-03-31,19,2,1,184.39246752306332,100.55381380002082,0.01870869743302967,127.92369264784716
2020-03-31,19,6,0,465.9974165878965,9205.591940623422,3.369562121146319e-20,106.38764901168038
2020-03-31,20,1,0,299.70381102670007,5816.50262913419,5.458402588211881e-17,104.51022024006556
2020-03-31,20,2,0,248.855430807736,4633.323050770249,7.503310607302435e-16,172.05105818591855
2020-03-31,20,6,0,1105.0730600181562,20146.738440971592,9.947588936793067e-21,53.86327520561583
2020-03-31,21,1,0,1152.914481971831,20913.846697464443,1.040297879742087e-20,32.18238214203136
2020-03-31,22,1,0,2153.6245058087447,36381.875232287675,5.792378967416103e-21,27.375651371096634
2020-03-31,22,2,0,16566.202201282144,246125.89819756764,3.492984724271434e-21,38.793465992052454
2020-03-31,22,6,0,56799.81770818639,826809.0312281378,3.450966582704816e-21,132.9660316603992
2020-03-31,23,1,0,556.03975846161,10878.907136890237,2.414707608290998e-20,57.1919058657373
2020-03-31,23,2,0,824.4310560608762,15545.445446384796,1.2371735657942492e-20,42.69782746392561
2020-03-31,23,6,0,2959.7235909244237,48452.47391432686,4.678574570125544e-21,28.793500603460906
2020-03-31,24,1,0,4550.175476042943,71896.47732301503,4.431945877464248e-21,29.840785204936065
2020-03-31,24,2,1,2096.9117817448728,113.78724856954409,0.00017958171660222442,143.73756090401238
2020-03-31,24,6,0,30406.270014362537,445964.2674288826,3.6001643556313406e-21,60.96298671778723
2020-03-31,25,1,0,695.3356001539829,13346.344576605648,2.133373496125542e-20,67.71689769478164
2020-03-31,26,1,0,1250.304844462205,22463.76395741014,8.026795728870147e-21,39.76477001323095
2020-03-31,26,2,0,20583.18266199001,304152.54318105144,3.7427679980462065e-21,57.120471542643706
2020-03-31,26,6,0,38237.17080933359,558975.8397638889,3.45149570652619e-21,143.52580504650996
2020-03-31,27,1,0,324.3155797550206,6355.436221809377,2.0125312259494993e-17,119.76523203432512
2020-03-31,27,2,0,233.19467627775396,4243.271619027534,2.6957340522236153e-15,173.62223546674244
2020-03-31,27,6,0,1119.5989145678725,20380.083682718403,8.012894593785655e-21,35.52750039082314
2020-03-31,28,1,0,34004.8695036074,497900.1510046846,3.4472803150387455e-21,116.00272420249382
2020-03-31,29,1,0,488.6646124566581,9634.338022940157,6.555254433136958e-20,60.74815159919084
2020-03-31,29,2,0,987.9907862675007,18250.60183972545,1.1377813549453272e-20,46.53936170669347
2020-03-31,29,6,1,1813.0224900526314,125.65290771938406,8.97894730560579e-12,73.00560539398957
2020-04-30,1,1,1,188.06056424806542,114.65163995719503,0.0713738432358359,152.3667239794582
2020-04-30,1,2,0,656.2899739132419,15623.254166115612,2.3591532805510512e-20,67.03747873498945
2020-04-30,1,6,0,2303.954087227885,48503.75186628808,5.4625521542143935e-21,27.702375425758525
2020-04-30,2,1,0,258.41061074084604,5669.579015949942,2.6877760229207894e-15,213.01062548371496
2020-04-30,2,2,0,326.1947581046912,7657.113550392287,7.807243508285288e-17,175.56691293554698
2020-04-30,2,6,0,1045.5916141863988,23868.045025405838,1.1658549829189945e-20,30.132039772570426
2020-04-30,3,1,1,251.5301590645413,114.80976959973044,0.09656904329156545,182.62820817958246
2020-04-30,3,2,1,656.8994514599352,139.99886948437748,6.944225701039938e-05,198.7868551621377
2020-04-30,3,6,0,1922.9443135503577,41199.02584845846,6.227782416260692e-21,17.19615313128437
2020-04-30,4,1,1,293.3525132932044,150.13676507598075,3.849372617194808e-15,116.9853473656114
2020-04-30,4,2,0,1143.4529098642083,25860.376864455546,9.489949911051884e-21,37.62759611906251
2020-04-30,4,6,0,4411.4150136511,88081.17004884049,4.0625146365027226e-21,25.243241438545056
2020-04-30,5,1,0,505.36868332769905,12180.528749567908,2.8481747201600316e-20,76.56784982537911
2020-04-30,5,2,2,105.0992098806501,62.04025733612065,0.42631517487414294,89.0154294873259
2020-04-30,5,6,0,718.2825500195811,16984.077555715045,2.5463751630339962e-20,61.18695398421163
2020-04-30,6,1,1,308.13878229002705,146.79982747041504,1.0882106789582915e-08,122.91211645373856
2020-04-30,7,1,1,509.0291809408005,150.5937950182184,2.6254551194812024e-15,142.54256123564372
2020-04-30,7,2,1,219.53006648657964,150.03390419163043,1.2819905385001265e-14,110.94274577519299
2020-04-30,7,6,0,2728.5144655367108,56563.89159551508,4.854685083403875e-21,30.40847772172576
2020-04-30,8,1,0,559.0443296035086,13430.438759307652,2.829370632308844e-20,68.29392365295342
2020-04-30,8,2,0,335.1404134846557,7902.704331383899,3.981999230069095e-17,144.02559208150046
2020-04-30,8,6,0,1964.0188787454294,41990.674366231055,5.6796929479738785e-21,26.956298823113254
2020-04-30,9,1,5,163.53313618320954,30.37261055850173,4.886632689539638,49.23443562820599
2020-04-30,9,2,1,473.6481612653573,125.1923299882329,0.006699014814356907,161.79962977655492
