cutoff,subsystem,ftype,n_fail_cum,gamma,m1,m1_lo95,m1_hi95,m1_rhat,m2,m2_lo95,m2_hi95,m2_rhat,m3,m3_lo95,m3_hi95
2019-08-31,9,6,0,4880.11876265983,21876.436495485836,744.3727747694368,179803.18883863953,1.0026810225932574,286502.28193599964,34.66419472964263,3047232.1685772766,1.0015229764137052,37364.11743941947,3.2937083075418428e-21,293.28069048057796
2019-08-31,10,1,0,20272.653820546017,88915.21558877396,3352.188294996379,754652.9725537774,1.0026810225932574,896102.392027074,40.06862788940565,8850285.606545638,1.0009216268661003,148120.07680048794,3.293708516333756e-21,1154.305398752326
2019-08-31,10,2,1,9494.226910273008,16490.841421811463,579.4198789302541,134934.04633902723,1.0026810225932574,171.1357840333069,9.168331962976325,1058.5744235885395,1.0008856764093053,34.42561256077235,4.681520907259603e-15,38.33458693591056
2019-08-31,10,6,0,256066.35382054604,1112758.1876888378,38294.19178187411,9950199.543363066,1.0026810225932574,8299510.335735932,51.33522088272497,88763771.15004319,1.0011640664049222,1842452.4017700271,3.864464830366188e-21,16387.615518332394
2019-08-31,11,1,0,763.8660490251126,3474.224003876017,137.95868636375295,28939.37340642349,1.0026810225932574,58026.78572553432,27.246207554513752,621360.865383258,1.00151738733142,7232.531739313098,6.587417558809822e-21,251.9202076010495
2019-08-31,11,2,0,938.0626777361305,4230.660345917644,157.48850539653603,35225.13235540346,1.0026810225932574,69043.06642654214,29.224469682646564,785889.8478124692,1.0011093220376934,8566.9857660856,6.587403118399044e-21,243.6584322018133
2019-08-31,11,6,0,5681.362357516993,25389.6996561705,930.7972300019322,213964.91513396896,1.0026810225932574,320610.7716813637,35.709262563980204,2990245.7857622746,1.0011254796694606,43146.978184991516,4.475788614119063e-21,396.1342627177405
2019-08-31,12,1,1,381.096184632256,814.3278425663824,43.25877754425533,5980.506583286577,1.0026810225932574,70.79864241208601,9.356935277879627,1018.4632055804223,1.0021332033267556,34.425207919840496,3.085998741551204e-20,60.118252201670224
2019-08-31,12,2,0,285.78051844618125,1327.1871000946796,67.42669530966572,9224.746357521386,1.0026810225932574,25629.14618867645,24.681872431216426,268489.0516982789,1.0012059587415476,3352.3016421960724,2.7592000070759613e-18,378.93686817871645
2019-08-31,12,6,0,1427.7781288732422,6347.081715029113,223.58764222555322,50443.57492398538,1.0026810225932574,97052.97118457232,30.310151733059918,932306.5220881294,1.0010718628858164,12240.069186367879,6.570483025231641e-21,283.86167274600865
2019-08-31,13,1,0,4546.553905592966,19885.859635115325,673.6563319413768,193265.41489953664,1.0026810225932574,251942.046255995,34.220269480874734,2556241.1872234144,1.0014856545709758,34954.453221354765,5.409488988544026e-21,301.51386105113
2019-08-31,13,2,0,2288.179187686339,10409.872050373433,402.3568654625266,82378.8483759975,1.0026810225932574,149254.0809539391,33.01572388495701,1395847.3683733887,1.0013702394797341,18568.505231501134,5.696756571558353e-21,212.11211291326725
2019-08-31,13,6,0,27137.184477074396,119581.29825639233,4125.212608603177,987253.1049425532,1.0026810225932574,1189224.9438933658,39.20388668895884,10759908.431575174,1.000933299445897,197459.05099318063,3.2934154741266843e-21,903.1674249211243
2019-08-31,14,1,0,1525.3281910785247,6793.866483149967,270.5085403183083,55124.0552672182,1.0026810225932574,107942.92217340338,32.63911479543882,1008157.3238226967,1.0012150331800862,12963.276228397164,6.521385535637669e-21,263.95870025209035
2019-08-31,14,2,0,153166.453820546,680734.7748842153,22744.545058121643,6232978.28542939,1.0026810225932574,4829417.16426305,46.80909659097985,53139274.89621012,1.0017394922856149,1103069.56850608,3.2937017456561677e-21,5553.601296325357
2019-08-31,14,6,0,831555.453820546,3661087.723548762,124247.39531365469,31144110.97790951,1.0026810225932574,20864070.6117286,54.91558648232591,307309335.4746767,1.001030964235685,5977589.777148607,4.673307659059721e-21,32603.453675990455
2019-08-31,15,1,0,1437.181895126169,6512.81374756988,246.05021214253784,49800.40002287885,1.0026810225932574,106378.98186905745,30.787907165235588,932389.0479328773,1.0011147123346267,12309.876588633726,6.5718428425396865e-21,291.4209972249026
2019-08-31,15,2,0,45349.65382054602,197139.25671493085,6827.935111900546,1622621.9324230358,1.0026810225932574,1909552.0904500936,42.63442116105637,18664860.576023206,1.0009370378906797,328340.96184240305,3.2937088092758073e-21,2352.3717354160917
2019-08-31,15,6,0,93189.45382054601,407697.5474038931,15031.40236678551,3314934.3702656096,1.0026810225932574,3176895.697401341,44.99527924354166,31118962.107232146,1.0007987391806048,672104.09430404,3.293708809263042e-21,4242.431994838247
2019-08-31,16,1,0,2204.50923389147,9996.682603631334,374.0745249830008,88220.69801455027,1.0026810225932574,148113.86330160272,31.103454298063653,1366499.6951593827,1.0032595481073407,17956.86538356522,6.115183235479481e-21,237.64471886540022
2019-08-31,17,1,0,1032.7988904603064,4650.608173938594,185.2500305565255,38323.94463824604,1.0026810225932574,75734.579822497,31.061180094180433,681060.3343005416,1.001966391571905,9284.896837993854,6.586435340499991e-21,148.22163970570173
2019-08-31,17,2,0,1142.0684439605625,5092.671960524872,210.32902963313495,39218.74963742415,1.0026810225932574,81877.64631855584,31.628305759619305,731879.0404514851,1.002812652923199,10107.775182660976,6.586118104573002e-21,269.7552341626611
2019-08-31,17,6,0,1959.6573463435877,8829.120754955513,321.3259285124566,77211.10715445729,1.0026810225932574,130200.88237185021,30.387475265050753,1298278.8545287915,1.001625432675966,16163.260999730666,6.455730422473661e-21,447.31005559636543
2019-08-31,18,1,0,1032.674985743552,4655.200185387926,188.67273176994533,38649.426548375195,1.0026810225932574,72726.24240828516,30.013322070220397,705982.9443177268,1.0015787779559908,9283.960809530783,6.5870992502454285e-21,242.69043814546714
2019-08-31,18,2,0,1101.4048593309915,4993.795614003484,201.10704680243117,47960.956055242794,1.0026810225932574,77247.86207024279,30.751519485586382,740238.8492997207,1.0015637226268774,9802.126494388553,6.587247202015629e-21,207.5353776212669
2019-08-31,18,6,0,8613.49171143958,38080.845364198634,1457.0917605912505,326670.34936890187,1.0026810225932574,442258.9914951841,35.27434682919348,4142488.645704868,1.0016469870914915,64272.6813315041,3.2936964858520816e-21,443.62457882775783
2019-08-31,19,1,0,108.92575228031036,495.2434441755375,31.999096578006608,3320.6585048463503,1.0026810225932574,10026.035567244387,23.822783528959434,96510.00834889202,1.0010644262856825,1599.101584107941,1.6926275394869017e-14,796.3826854666622
2019-08-31,19,2,0,277.67067548687993,1288.3722150984477,59.72841484012355,9878.77244516435,1.0026810225932574,23965.946904737324,25.468273586613268,239911.3138901789,1.001322456075019,3280.127532862757,1.173544591399577e-18,484.5176215511228
2019-08-31,19,6,0,374.88315702864986,1713.9061008677577,79.47601974505524,13543.233021883136,1.0026810225932574,31387.25489840592,26.61890360070355,388380.08350538276,1.002906541777807,4121.680154047477,7.426444574641221e-20,324.10242177513834
2019-08-31,20,1,0,208.58955146745336,972.7300216209268,53.14396473497616,7225.066788637621,1.0026810225932574,18356.8945701843,24.328358940380713,187376.43378915288,1.0010841111589457,2643.8502198358187,2.6296523376447578e-17,599.2539017034863
2019-08-31,20,2,0,157.74117124848934,740.8892830654199,41.70529644392481,5456.3561006467835,1.0026810225932574,14567.299991425723,23.145699678506073,143537.17177088637,1.00157714584162,2139.0931025890513,5.535243391162632e-16,583.4343313657334
2019-08-31,20,6,0,1013.9588004589095,4489.346032233599,173.2707799719422,36450.25626821101,1.0026810225932574,72907.9352046364,30.668801679774628,683367.2291208173,1.0014080122781166,9142.487656657373,6.586144239620265e-21,248.005093212648
2019-08-31,21,1,0,1061.8002224125844,4752.9673463089775,189.27685550690555,38231.246503208255,1.0026810225932574,82524.70786114295,29.199032049403016,759128.9214989251,1.0008074522584025,9503.792257553514,6.585687989297842e-21,267.8999887549161
2019-08-31,22,1,0,2062.510246249498,9186.262308033509,354.8347691508905,75267.83412329727,1.0026810225932574,134605.935933413,33.06689461896543,1374792.6513219208,1.0018986806776824,16917.413528294088,5.2503437348001175e-21,239.33131758390695
2019-08-31,22,2,0,16475.087941722897,72896.32191593663,2265.5276218566128,685518.9891955387,1.0026810225932574,791107.1615321405,36.178157125001455,7585834.515758543,1.0016698073237025,120820.14074138236,3.2937087924518932e-21,1443.2666631065256
2019-08-31,22,6,0,56708.703448627144,253072.92895001694,8460.321462983988,2109070.2579157935,1.0026810225932574,2161760.8562176977,42.720080330918236,27084547.661864586,1.001239358609026,409965.91741433076,3.2937068281492305e-21,2305.879013970067
2019-08-31,23,1,0,464.9254989023633,2126.619593021935,88.90578998729538,17109.733887225884,1.0026810225932574,39004.71399366876,29.816491900187906,415811.3607602434,1.001298401771073,4868.186745215755,2.3796762776529944e-20,485.3517254348402
2019-08-31,23,2,0,733.3167965016295,3375.07241364653,144.81001069128789,27055.103599754406,1.0026810225932574,54289.648644873756,31.833011877328463,518384.8679031581,1.0013515530428716,6996.061449876614,6.587417338001326e-21,395.2094125726551
2019-08-31,23,6,0,2868.6093313651772,12753.252352320807,478.86390546391624,107294.02442178069,1.0026810225932574,175743.3221970308,32.35589533927213,1979680.556450794,1.0014792367851975,22798.367908673175,5.162685547174922e-21,267.4890478082864
2019-08-31,24,1,0,4459.061216483697,19861.033070397763,713.2982280081433,171955.52342787458,1.0026810225932574,256338.93973871367,35.514004397263605,2848340.9199873335,1.0026782476837368,34322.14397503667,3.2937088092758073e-21,370.48278906684124
2019-08-31,24,2,0,4102.709303930498,18311.247063546387,691.3340470008327,152544.5430608896,1.0026810225932574,247621.22291668283,33.47185831139701,2268330.322039766,1.0016601953217583,31745.477545779988,4.14906107662659e-21,227.0299982689419
2019-08-31,24,6,0,30315.15575480329,133884.43572860537,4779.772124101827,1268197.2730800095,1.0026810225932574,1331748.674370748,41.22830881387363,11683075.029698439,1.000841237344266,220298.66067264127,3.2937083324038022e-21,1206.9801132978298
2019-08-31,25,1,0,604.2213405947361,2727.504321169856,115.51607689314407,21820.637322490886,1.0026810225932574,48858.13978176698,27.493355958433455,438625.8962135695,1.0012697832868116,5985.860580812114,6.5874176185460775e-21,296.05799245124297
2019-08-31,26,1,0,1159.1905849029583,5191.679165421175,201.8993504815654,40433.02555514571,1.0026810225932574,79321.94161689747,31.924338352990137,695203.5078377061,1.0016167389358124,10236.285533185735,6.585024768217865e-21,258.3586934680601
2019-08-31,26,2,0,20492.068402430763,89154.40851579754,3157.6538928759514,730953.1165784526,1.0026810225932574,927871.4834817878,38.97566915775871,9640812.444835912,1.002582215883669,149697.2660905031,3.293706943069979e-21,987.0912964241921
2019-08-31,26,6,0,38146.056549774345,169332.3184486303,6069.147993330205,1336526.1214007197,1.0026810225932574,1586057.7219687882,42.21934957088382,18586090.23759288,1.0017203624500892,276575.0513696608,3.2896044861730344e-21,2014.0408574295993
2019-08-31,27,1,0,233.20132019577397,1069.358542725586,55.006184572896245,7565.502751173147,1.0026810225932574,20508.935190188724,26.145886867430995,178327.93414765655,1.0016461246896007,2875.601402821837,1.0122260514874811e-17,449.3805449853239
2019-08-31,27,2,0,142.08041671850728,643.0099298420898,37.047439220908295,4296.269899941517,1.0026810225932574,12756.482425711645,24.646979918271178,133465.88453563,1.0022323188812905,1973.7135763703357,6.187751777414729e-16,557.4595650898885
2019-08-31,27,6,0,1028.4846550086259,4709.05421800866,182.48563792533815,38330.4345364925,1.0026810225932574,73851.71753466637,31.342935353273752,819749.5057208824,1.0010631164466035,9252.301062011798,6.586621579346387e-21,206.9933498369694
2019-08-31,28,1,0,33913.75524404815,149666.01257162233,4984.801681783005,1316311.1417195506,1.0026810225932574,1409040.432071393,46.783350684749244,15327241.826946123,1.0009970775901353,246160.2688962556,3.293707456824347e-21,2025.772659938258
2019-08-31,29,1,0,397.5503528974114,1831.9997081509105,84.22204338927331,14627.516556946597,1.0026810225932574,33332.589867610965,28.018554991431902,335302.2815813539,1.0014472976335844,4311.976834935583,1.5472520337770428e-20,372.860711128688
2019-08-31,29,2,0,896.8765267082539,4056.3021955403183,166.16269492365802,35168.879090384646,1.0026810225932574,66374.54526597215,28.3775434132368,671840.6177916672,1.0011801174552217,8253.33619076785,6.587247934256149e-21,259.15309363115523
2019-08-31,29,6,0,3534.9307205460163,15670.89625349185,597.3518223076446,129255.60730981438,1.0026810225932574,209329.1855517848,32.14880587902651,2030688.5224145395,1.0012288170204957,27634.68612218996,4.113218478307013e-21,389.9786987364254
2019-09-30,1,1,0,273.7870725654049,1050.8865357022785,63.439475353769225,7953.234773048953,1.0024553903155737,15739.823131890407,27.500816176055856,70490.91932579107,1.00121601938723,2990.6372667897635,5.450047767054738e-17,126.7832334553634
2019-09-30,1,2,0,553.9559179825159,2063.267485755143,105.29165012188832,16694.102455574728,1.0024553903155737,27883.31004234038,32.03577120393507,149121.4922214642,1.0009134520494793,5537.844022481952,2.0273454927886507e-20,70.01318072256903
2019-09-30,1,6,0,2201.6200312971587,8106.672234310251,363.59394408042135,73887.73438014925,1.0024553903155737,83143.36930888449,38.91268994870174,368589.976866856,1.002662014108143,18675.480583226028,4.372033490114178e-21,40.397199072896385
2019-09-30,2,1,0,156.07655481012011,597.8359148082791,42.62087794870744,3954.500135735882,1.0024553903155737,9138.486193480348,27.209513723971547,42720.19509813953,1.0015484252027866,1759.2130891589081,7.724396051498627e-15,181.86829066942795
2019-09-30,2,2,0,223.86070217396525,842.9837397440383,58.13733016663909,5792.468555750807,1.0024553903155737,13433.443855101496,29.676237003321116,60220.02015534202,1.002436132422714,2489.813552702302,9.13328900842517e-17,132.75384545843204
2019-09-30,2,6,0,943.2575582556728,3492.209693279485,172.04715332019848,30792.74587290263,1.0024553903155737,41103.3823315397,33.44844749464117,185667.3274096139,1.0011493539612324,8782.01640778536,8.7304451870265e-21,58.597222512332614
2019-09-30,3,1,0,400.72626219835666,1528.5226576508849,87.89981224169237,11076.575661988289,1.0024553903155737,22873.930934130713,30.847530570521542,111850.39242344713,1.0027097560757758,4184.150771719103,1.925799260886511e-18,77.11505677783562
2019-09-30,3,2,0,1211.4648469891447,4488.177546038642,214.35780608531616,38014.64623054166,1.0024553903155737,52491.08361712059,33.48289884646772,247202.99336271943,1.0017209918772256,10937.324551677668,8.685095088181784e-21,59.62920220266152
2019-09-30,3,6,0,1820.610257619632,6610.943734757234,300.1271620718476,58595.29116508357,1.0024553903155737,73083.26688766369,36.27894924639341,350076.76013607584,1.0014033269210016,15723.751075520313,6.081248337692876e-21,59.28557527745896
2019-09-30,4,1,0,484.3709706556829,1837.6852546517864,95.20976743484589,15087.917702733677,1.0024553903155737,26653.732301792672,31.62331768427733,114344.79152029325,1.002985047173104,4931.534945736616,8.290906339802961e-20,87.71792153500942
2019-09-30,4,2,0,1041.1188539334823,3867.404624441942,180.54529653014967,34143.34886808542,1.0024553903155737,46604.32359462283,31.91019014074596,202015.3904991554,1.0011788261934071,9573.495359342262,8.73399543840375e-21,59.787852171448904
2019-09-30,4,6,0,4309.080957720374,15554.261476787871,602.0761270899161,138724.38868346126,1.0024553903155737,150287.63439642903,39.35767127888327,749233.2112295418,1.00115983644997,34778.98758635418,3.983059130747635e-21,34.41739016857634
2019-09-30,5,1,0,403.0346273969731,1501.4252822232984,84.92419058466385,11370.951228515878,1.0024553903155737,22626.438606980293,31.740743487086,109807.67322694005,1.0008414912794457,4205.108989468041,2.16234380165749e-18,100.42088407961978
2019-09-30,5,2,0,212.96357371122434,799.5409367046684,52.30838166341512,5752.633461412596,1.0024553903155737,13161.888157456888,29.151341280486953,66471.55693653069,1.0009376073355445,2376.9902542754803,2.945926298821975e-16,124.99839460590235
2019-09-30,5,6,0,615.9484940888551,2337.6804031869087,125.99206114126001,18884.95547852315,1.0024553903155737,32251.420326434363,33.39159880236244,159913.58752548823,1.0011652331973029,6068.95820638232,9.225652860898862e-21,52.74256952557543
2019-09-30,6,1,0,513.9435086493281,1955.4479280414362,111.11657445834831,16454.250759206894,1.0024553903155737,26976.817645834897,31.698544152081464,142069.41032550327,1.0015081221230915,5190.6799287864,5.797923486641221e-20,71.27557441498827
2019-09-30,7,1,0,915.724305950875,3415.975185665349,160.15266479669953,28841.345807299127,1.0024553903155737,41724.451208181854,34.056191642367246,199119.60266157816,1.0018544980080457,8558.062736023887,8.742113055543645e-21,61.220726580135775
2019-09-30,7,2,0,336.7260770424333,1296.742134052696,73.76103907457414,9595.34442866774,1.0024553903155737,18251.557701409303,29.399389353853955,88612.77012966962,1.0010099573721565,3593.6702269230504,6.098103467842389e-18,97.72662546974658
2019-09-30,7,6,0,2626.1804096059846,9613.522535888129,401.76855508893016,86648.79094018464,1.0024553903155737,99877.65841330512,37.46802295018099,533727.5751323447,1.0008805368760878,21942.820622551626,4.371871788065659e-21,52.49322757464494
2019-09-30,8,1,0,456.71027367278265,1709.856095982674,96.39577168117131,13584.890140840726,1.0024553903155737,24148.054875858197,32.2346181347771,116139.83881383578,1.001994102381264,4686.91882999977,3.566142091095738e-19,83.16548416847988
2019-09-30,8,2,0,232.8063575539298,890.2369626171392,56.36293354169817,7024.709051284713,1.0024553903155737,14445.054142201481,28.298789249941773,68769.37843106707,1.0009051916192246,2581.39075014897,2.6877862636080957e-16,138.28058155516686
2019-09-30,8,6,0,1861.6848228147037,6831.615522759505,323.9615736415017,58018.430781489005,1.0024553903155737,72966.40997052952,35.02099669934487,349395.3818780731,1.000795122569874,16043.114604594133,5.7567958288709835e-21,46.63449382770318
2019-09-30,9,1,1,439.4323805842656,780.21358681273,51.59332498954257,5268.648686749278,1.0024553903155737,93.88032037485335,12.38157467060813,1297.2582291046026,1.0020204839672195,45.716490376953516,9.57023832286696e-20,43.21846926023899
2019-09-30,9,2,0,844.9622665999887,3164.102616985885,167.9119004438712,27316.68891963738,1.0024553903155737,39719.546033842795,33.86289153535989,196929.85335511225,1.001361790072193,7979.542379289968,8.7438048327636e-21,79.4829905601584
2019-09-30,9,6,0,4891.300372547855,17674.656491462847,707.3925302041614,159292.4301321552,1.0024553903155737,160203.14916410038,40.09535569687517,807212.6862592716,1.0016049913544198,39197.09449592022,3.91857060450432e-21,46.83198188796811
2019-09-30,10,1,0,20283.835430434043,73714.68302269871,3202.4196011330546,625814.5177976721,1.0024553903155737,517326.6385548141,44.74300647076984,2399595.940691097,1.0015202190245276,155288.04971153775,2.9146901489302702e-21,101.78891690245527
2019-09-30,10,2,1,9499.817715217021,13516.505771465143,588.3350986229212,126285.26016034203,1.0024553903155737,221.86596432823805,12.368400863802323,1187.2324942249707,1.0021485746263665,45.64430178467512,3.7863391423459103e-16,41.25452560817246
2019-09-30,10,6,0,256077.53543043404,921030.4461285186,34812.24108584186,8192945.516323994,1.0024553903155737,5462431.223947791,50.27242539650103,23340914.92315687,1.0020603899567635,1930052.3585276154,3.5157474870968535e-21,1493.7215005929881
2019-09-30,11,1,0,775.0476589131373,2947.077373405092,151.00769171957063,23921.46446656865,1.0024553903155737,36980.976579276554,33.27018258511072,211407.67831457054,1.00188371561938,7403.205783402748,8.743486850891447e-21,78.19287779611871
2019-09-30,11,2,0,949.2442876241552,3540.559580011881,174.82905292659456,26896.890555620306,1.0024553903155737,43716.32780974414,33.75029506850218,227482.17838190208,1.0012839214907,8830.63338804155,8.741787486738186e-21,57.63911472350492
2019-09-30,11,6,0,5692.543967405018,20527.074010280798,819.2171655376642,179737.03364393307,1.0024553903155737,194913.92092317707,41.771377969075395,830842.1316801353,1.0014076141223296,45267.01937558718,3.061872053068865e-21,60.9119987106796
2019-09-30,12,1,2,257.7913263841789,233.3491509132402,23.240283289466124,1235.2364714963837,1.0024553903155737,95.33755275604842,8.836081430088596,213.43683785136807,1.0015484943719468,23.0022522895528,3.55123472979453e-11,34.55278268595368
2019-09-30,12,2,0,296.9621283342059,1137.1052026325399,67.47890708537739,9124.22743774082,1.0024553903155737,16621.458170475384,29.815795743592194,66405.56991410183,1.0016032278646474,3215.7921253639406,5.278461402528501e-18,115.0088785727895
2019-09-30,12,6,0,1438.9597387612669,5267.239441519401,248.71774859195617,46408.241828291764,1.0024553903155737,61602.97934317094,35.294534491192046,299225.0043601748,1.0008744861879189,12738.160129586158,8.5730733942574e-21,51.19803129381458
2019-09-30,13,1,0,4557.73551548099,16868.633851725146,693.9811041389668,149463.36681169708,1.0024553903155737,154637.88854942628,37.213626682946135,815835.1648559262,1.0006727523358452,36666.79743466668,3.555032906469154e-21,48.46041909039951
2019-09-30,13,2,0,2299.3607975743635,8371.45772649293,364.624928598252,79629.13855593615,1.0024553903155737,88659.09427985207,36.96497062013173,396669.7864042141,1.0015257595614615,19429.388131421834,4.372022825933554e-21,45.70547670942048
2019-09-30,13,6,0,27148.366086962422,101231.43999866229,4268.74862568333,923213.1600847945,1.0024553903155737,753159.1319741373,44.32643558539016,3607232.325035951,1.0016216829971394,206976.1527484371,2.914690103960346e-21,118.00507706831988
2019-09-30,14,1,0,1536.5098009665494,5582.419782360625,269.91000302182067,45473.34483038477,1.0024553903155737,64466.490511055534,34.14878342584725,337140.27913919603,1.0016479806054288,13504.869231843892,8.23185388317806e-21,49.771722093854784
2019-09-30,14,2,0,153177.63543043402,562286.8803645052,23647.736782209635,4889674.467305857,1.0024553903155737,3178946.8324934156,55.756975587531784,15992129.012461381,1.0011419152571022,1155581.344177432,3.395769031860145e-21,968.8213581962951
2019-09-30,14,6,0,831566.6354304341,2919105.9618267748,113537.6204088137,26723181.890743643,1.0024553903155737,14985598.254816404,58.14041620343983,80519146.72435467,1.0027516498029645,6261418.593275049,3.784937107414715e-21,2814.4146380555303
2019-09-30,15,1,0,1448.3635050141936,5362.695345362134,254.19654394139744,44751.88239384764,1.0024553903155737,63688.067961243985,33.308166712994264,304166.60531229497,1.0019988799622916,12812.197206879186,8.47953045397557e-21,48.51346211253216
2019-09-30,15,2,0,45360.83543043404,162152.44556707496,6696.277631025489,1434811.4897122416,1.0024553903155737,1088124.7408138914,44.330585523993406,5713404.310522499,1.0011673740847953,344078.523206837,2.9146890845343487e-21,213.7300563042169
2019-09-30,15,6,0,93200.63543043405,337622.74019506533,14000.926052714338,3129755.4245990748,1.0024553903155737,1950434.979030496,51.29140169460274,11917376.55987132,1.0014942954938073,704162.111013466,2.914690151826451e-21,625.6956871444845
