cutoff,subsystem,ftype,n_fail_cum,gamma,m1,m1_lo95,m1_hi95,m3,m3_lo95,m3_hi95,max_rhat
2020-04-30,19,2,1,195.59317065281527,180.9443219264788,42.850443283353556,868.9283195939439,115.05674970620167,0.076179902480362,152.15806673433843,1.0051138607102688
2020-04-30,19,6,0,488.3988228474004,460.59905507157777,74.58635442002154,3280.372667703174,11778.0126305801,1.313166391344113e-19,98.81470721489131,1.0051138607102688
2020-04-30,20,1,0,322.105217286204,318.21321531170514,61.286898387163035,1892.0028534644136,7543.800650207422,4.436002317996587e-17,140.36410804197763,1.0051138607102688
2020-04-30,20,2,0,271.2568370672399,271.48251327783123,54.147891516309485,1697.0681671460607,6067.666301690328,1.6005107462230126e-15,223.7234312795581,1.0051138607102688
2020-04-30,20,6,1,563.7372331388301,328.9757240363625,60.87353480605426,2149.510047182524,148.2692938889779,2.591768847515832e-16,101.41339661641761,1.0051138607102688
2020-04-30,21,1,0,1175.3158882313348,922.3023320537291,119.8494035470703,7819.908532368371,26504.425212210004,9.255506895795868e-21,37.823927734256614,1.0051138607102688
2020-04-30,22,1,0,2176.0259120682485,1513.7636553677025,169.46350410881382,14067.58077971745,46060.06260360524,6.461588607296947e-21,33.17951382784075,1.0051138607102688
2020-04-30,22,2,1,8294.301803770824,2196.021768732578,206.3689539879009,23705.60401128746,142.34859590901053,1.5058098585198634e-05,161.84043278350782,1.0051138607102688
2020-04-30,22,6,0,56822.21911444589,31504.826760924978,2290.579034707894,380455.157050767,1049921.982650347,3.685822001816979e-21,118.38996594155019,1.0051138607102688
2020-04-30,23,1,0,578.4411647211139,521.1189607846105,79.53313704178925,4119.917049508974,13874.491058631638,2.8184715178448954e-20,77.7568050423555,1.0051138607102688
2020-04-30,23,2,0,846.8324623203802,710.737090999302,97.96414239745822,5824.763688333505,19738.12235610832,1.4163317336915213e-20,49.53086944123969,1.0051138607102688
2020-04-30,23,6,0,2982.124997183928,2023.7820462529055,199.80484106025403,21923.513052228114,61349.8652989984,4.830381472170094e-21,29.08324206671072,1.0051138607102688
2020-04-30,24,1,0,4572.576882302447,2969.67235515566,282.8743168053039,29915.334418626313,91078.20168735346,4.055165794289023e-21,20.297419917725332,1.0051138607102688
2020-04-30,24,2,1,2108.1124848746244,770.7486762450521,104.83774048812931,6635.496040895081,129.994958347783,0.0026964663794894627,162.53819011409138,1.0051138607102688
2020-04-30,24,6,0,30428.671420622042,17563.00509648205,1271.1236079393132,218110.3073413858,566136.5231945838,3.45714953572131e-21,48.43569378641569,1.0051138607102688
2020-04-30,25,1,0,717.7370064134868,616.5101429651905,91.59201472782455,4916.311696874951,16972.206995966066,2.1584027364939477e-20,73.88068022045006,1.0051138607102688
2020-04-30,26,1,0,1272.7062507217088,991.093306618884,123.7790226531393,9312.974691520316,28460.701409128626,8.977475963458453e-21,30.49578592067936,1.0051138607102688
2020-04-30,26,2,1,10302.792034124757,2629.9304586774256,250.06952699553435,27469.685634758247,143.18801232250894,3.60312524991733e-06,169.56815189527748,1.0051138607102688
2020-04-30,26,6,0,38259.57221559309,22058.12610860429,1621.5268850485786,258100.59576498967,709692.4995383932,3.397201142447849e-21,69.63632824286577,1.0051138607102688
2020-04-30,27,1,0,346.71698601452454,343.72862548969886,60.91721431998802,2386.6173136304174,8216.199660639797,1.825560621006778e-17,108.78895556383198,1.0051138607102688
2020-04-30,27,2,0,255.59608253725787,254.22003523347132,51.34518910725429,1505.56290777836,5580.60794159565,3.960719854589138e-15,190.49259812232404,1.0051138607102688
2020-04-30,27,6,0,1142.0003208273763,917.8414914905538,111.79537553280876,8569.01048796414,25830.964546263465,9.104492955403648e-21,51.516897855374566,1.0051138607102688
2020-04-30,28,1,0,34027.2709098669,19767.737588306984,1492.4425779285864,235683.69086068714,632109.1061408782,3.222776611572178e-21,77.10003064563605,1.0051138607102688
2020-04-30,29,1,0,511.06601871616203,475.11533819382936,74.95947387668278,3620.6632060710026,12314.817247733274,6.487848690611546e-20,78.46463471087344,1.0051138607102688
2020-04-30,29,2,0,1010.3921925270046,821.9903742312372,108.97850500369769,6985.269476371032,23145.569755720997,1.1905356794209307e-20,43.885470145900975,1.0051138607102688
2020-04-30,29,6,1,1824.2231931823835,699.4500725529738,97.97445303410258,5879.544786764503,147.89532572093935,3.4498697047498353e-11,92.47459545828924,1.0051138607102688
2020-05-31,1,1,1,198.75072653781436,173.18144108055387,42.95630103024234,827.0424465776082,129.85224776629065,0.09569885353409381,170.63855196232026,1.0033713146699943
2020-05-31,1,2,0,677.6702984927397,516.8046540058588,83.91313182078619,3780.5491847775766,13853.201241741766,4.1061574634167387e-20,77.76555646437396,1.0033713146699943
2020-05-31,1,6,0,2325.334411807383,1344.2380349736022,161.92669219147464,12484.642777499283,40897.85932449977,6.283687891078164e-21,40.00862704443422,1.0033713146699943
2020-05-31,2,1,0,279.7909353203439,246.21283423309723,54.89584002075496,1354.6383749808335,5292.430376905847,3.1038045629746636e-14,293.43205718893154,1.0033713146699943
2020-05-31,2,2,0,347.57508268418906,302.512907780827,60.979671702727714,1879.6981575030113,7032.782709447734,6.299674539172503e-16,219.79487067533228,1.0033713146699943
2020-05-31,2,6,0,1066.9719387658968,717.4822334883636,100.58349918426737,5813.07103168072,20749.935234791876,1.7728504933990253e-20,59.77223220044251,1.0033713146699943
2020-05-31,3,1,1,262.22032135429026,205.53103345839668,48.74466235400069,1083.0972755554028,130.98101457725966,0.12203359613278278,187.2621659360605,1.0033713146699943
2020-05-31,3,2,2,445.0597424997895,170.4179699790091,44.26940070612727,780.928471150322,84.65026660084851,3.7230412450890496e-10,78.87694503798033,1.0033713146699943
2020-05-31,3,6,0,1944.3246381298557,1171.0467134836279,146.28656200676534,11555.478253336274,34969.776177623695,8.0372542004472e-21,41.983914867748375,1.0033713146699943
2020-05-31,4,1,1,304.0426755829534,218.91095827247688,49.56550141125298,1193.7067889940718,171.8238593590305,5.752307362264632e-15,129.4422946133608,1.0033713146699943
2020-05-31,4,2,0,1164.8332344437063,765.789527168988,110.85210158301527,6636.667083449966,22400.189427375,1.3534084114218505e-20,64.70400569267557,1.0033713146699943
2020-05-31,4,6,0,4432.795338230598,2249.35251452136,236.7981881711264,21941.659793721257,72704.29445485822,4.784264636272303e-21,31.10998507598532,1.0033713146699943
2020-05-31,5,1,0,526.749007907197,423.90739168369106,75.70819387651329,2884.5143076892145,10930.24056389372,5.142392711190572e-19,113.31705451630548,1.0033713146699943
2020-05-31,5,2,2,112.22598474048273,99.93253521607757,30.35116006436583,390.2494521125929,70.05690320641287,0.7623801801216668,101.66604800259643,1.0033713146699943
