cutoff,subsystem,ftype,n_fail_cum,gamma,m1,m1_lo95,m1_hi95,m3,m3_lo95,m3_hi95,max_rhat
2019-08-31,13,2,0,2288.179187686339,17078.468455860395,1016.4674975670576,333619.3762352948,19921.808512902775,3.04747749773277e-05,10396819165761.936,1.0026810225932574
2019-08-31,13,6,0,27137.184477074396,196185.44976346448,10854.606413977606,3843084.8549178718,207983.70587524716,4.99906087196635e-05,789979487678841.8,1.0026810225932574
2019-08-31,14,1,0,1525.3281910785247,11146.038478123444,688.0685293651749,224122.86177503824,14030.604728404018,5.551850509700783e-05,3564411630084.2266,1.0026810225932574
2019-08-31,14,2,0,153166.453820546,1116815.58845387,58776.37988595093,24536868.02896484,1160070.8122385205,0.00021115662091806633,4654819605274285.0,1.0026810225932574
2019-08-31,14,6,0,831555.453820546,6006391.903589466,315824.8248935825,128181184.51282671,6284764.6828304045,0.0009175687605841801,2.448940890133044e+16,1.0026810225932574
2019-08-31,15,1,0,1437.181895126169,10684.94248618319,644.8014330351672,213376.63765377118,13343.933494534029,5.3869916208426105e-05,2884732294757.144,1.0026810225932574
2019-08-31,15,2,0,45349.65382054602,323427.2775808933,17665.6009514367,6811122.138390465,345581.96655711427,9.775095868939763e-05,886429410119612.8,1.0026810225932574
2019-08-31,15,6,0,93189.45382054601,668869.8640267386,40268.06026998125,14444600.356882108,706987.2633983148,0.0001382078631911189,4120302542840589.0,1.0026810225932574
2019-08-31,16,1,0,2204.50923389147,16400.58856470206,906.7644342168628,355753.5066506697,19278.935497757768,2.5500470335153155e-05,10975093636613.684,1.0026810225932574
2019-08-31,17,1,0,1032.7988904603064,7629.80223146235,441.33799862843415,152467.92784732414,10165.449238113722,6.775740056255742e-05,1243202133884.26,1.0026810225932574
2019-08-31,17,2,0,1142.0684439605625,8355.053454355255,515.741960741074,164747.4817114745,11029.956855321207,7.935640635633841e-05,1553836010868.1838,1.0026810225932574
2019-08-31,17,6,0,1959.6573463435877,14485.082965172545,814.2425289841959,321798.45262079855,17393.770393706858,4.8345511748115095e-05,9137357042632.16,1.0026810225932574
2019-08-31,18,1,0,1032.674985743552,7637.3358997252235,460.4801368953679,161574.77920887,10164.465940809372,6.550676934654297e-05,1594274123668.4602,1.0026810225932574
2019-08-31,18,2,0,1101.4048593309915,8192.83661279132,492.51252772951943,173553.4295192664,10708.829526752039,6.646376185080959e-05,918857687467.1296,1.0026810225932574
2019-08-31,18,6,0,8613.49171143958,62475.5533187974,3481.6469641540466,1350492.3769247597,67965.48497628924,2.476008870496015e-05,126057022714002.67,1.0026810225932574
2019-08-31,19,1,0,108.92575228031036,812.497934498643,74.20987252619753,13789.155993433098,2183.0005550947635,0.0031938154092273933,1998222280.1501577,1.0026810225932574
2019-08-31,19,2,0,277.67067548687993,2113.7074623483472,149.47831483590627,39642.27421419127,3879.5936140950744,0.0004040278132132972,29347055082.78513,1.0026810225932574
2019-08-31,19,6,0,374.88315702864986,2811.839678560373,186.02407993139408,54428.66673377946,4753.272808220402,0.00024954998669140437,68131841359.23474,1.0026810225932574
2019-08-31,20,1,0,208.58955146745336,1595.8638982239383,118.8338350953585,29444.87535934616,3225.427341701151,0.0006942009527705438,12778758346.393387,1.0026810225932574
2019-08-31,20,2,0,157.74117124848934,1215.5052616294047,97.77163384540967,22728.13328468227,2714.235192897627,0.001474979772585324,4381846302.237303,1.0026810225932574
2019-08-31,20,6,0,1013.9588004589095,7365.23506032843,453.56947351686927,148671.15610464316,10015.851070043638,5.98028156629078e-05,1783164233001.5598,1.0026810225932574
2019-08-31,21,1,0,1061.8002224125844,7797.73300794417,487.428606958078,161916.4741844283,10395.404551330521,9.435453559113526e-05,1944493836423.0322,1.0026810225932574
2019-08-31,22,1,0,2062.510246249498,15071.010507701829,917.6943795378178,295550.48991892004,18186.415376622845,2.9815016318196785e-05,10010680989336.465,1.0026810225932574
2019-08-31,22,2,0,16475.087941722897,119593.93241004419,6003.348792246721,2818069.2352472804,127412.7394540574,3.9301072425968314e-05,411393279572939.7,1.0026810225932574
2019-08-31,22,6,0,56708.703448627144,415192.2341783265,21044.31138761176,9185712.27970621,431395.8672078531,0.00013067739387044616,1210187538047422.0,1.0026810225932574
2019-08-31,23,1,0,464.9254989023633,3488.938717141764,212.65618013645712,72070.30854043276,5532.410429395733,0.00020265220209140573,93306676603.31311,1.0026810225932574
2019-08-31,23,2,0,733.3167965016295,5537.154296784959,376.08751173461684,113877.29242338112,7762.053827120444,0.00010439234604597655,735273131929.1554,1.0026810225932574
2019-08-31,23,6,0,2868.6093313651772,20923.0254660935,1257.1534901551358,458830.25725056167,24367.76769607026,3.6457149692073265e-05,18586335518818.66,1.0026810225932574
2019-08-31,24,1,0,4459.061216483697,32584.07261417016,1770.9447051368816,736784.0112818996,36480.884765047194,2.3195372505712874e-05,49259062756189.81,1.0026810225932574
2019-08-31,24,2,0,4102.709303930498,30041.48887219269,1687.5250382785682,635056.267250388,33772.38162207403,2.368657071236721e-05,41275145877263.47,1.0026810225932574
2019-08-31,24,6,0,30315.15575480329,219651.2215766985,12014.38560811253,4750546.38355888,231995.28657859215,7.468426084631611e-05,981641279378739.4,1.0026810225932574
2019-08-31,25,1,0,604.2213405947361,4474.752070622355,273.5229035487387,90967.53202562308,6702.53446868867,0.00014124763856635536,487596672250.7939,1.0026810225932574
2019-08-31,26,1,0,1159.1905849029583,8517.484982575968,497.223465401477,159064.77833884806,11164.980025455618,6.254205853965702e-05,1661686821776.623,1.0026810225932574
2019-08-31,26,2,0,20492.068402430763,146266.9998411091,8041.860634458405,2874149.2508599036,157771.30849751268,6.690878030655111e-05,340223835257316.2,1.0026810225932574
2019-08-31,26,6,0,38146.056549774345,277807.12819413556,15902.716803030746,5843142.229537351,291159.53868867713,6.127297220614151e-05,1485518626331280.5,1.0026810225932574
2019-08-31,27,1,0,233.20132019577397,1754.3929504194618,130.573789787398,34744.128171016375,3462.7618323974048,0.000522509639670227,15989033589.725943,1.0026810225932574
2019-08-31,27,2,0,142.08041671850728,1054.9240903704654,88.03980050250833,18129.35716661458,2549.2386179357095,0.0016975047985060996,3044310692.963521,1.0026810225932574
2019-08-31,27,6,0,1028.4846550086259,7725.688993104591,443.06842909097196,155074.08649843722,10131.207526224367,8.299262462586231e-05,1283635380198.1418,1.0026810225932574
2019-08-31,28,1,0,33913.75524404815,245542.52561895445,12238.450784273526,5580195.036553796,259183.9798428862,7.107737502251033e-05,783981927015739.4,1.0026810225932574
2019-08-31,29,1,0,397.5503528974114,3005.5844178870943,201.27965884575133,59282.537742383516,4951.6184128043105,0.00025917968594893546,74759001118.84232,1.0026810225932574
2019-08-31,29,2,0,896.8765267082539,6654.781995277979,405.9971386659447,150337.66997054796,9081.955701636696,9.860629285538261e-05,758295584078.0895,1.0026810225932574
2019-08-31,29,6,0,3534.9307205460163,25709.721122914336,1452.2858352044207,542397.7122148843,29451.32885464039,4.508222537499998e-05,37699874836963.13,1.0026810225932574
2019-09-30,1,1,0,273.7870725654049,1163.222060874747,105.888886406999,16305.614822133737,4360.782634030903,0.000996981816851529,20872859310.125164,1.0024553903155737
2019-09-30,1,2,0,553.9559179825159,2283.8224445535157,173.96387042700317,33987.57541323345,7088.096663514585,0.00030516677527857723,103125131646.07343,1.0024553903155737
2019-09-30,1,6,0,2201.6200312971587,8973.242745877174,636.1080046311807,146962.3311789252,21271.80053584147,8.850556019277888e-05,7100380776121.496,1.0024553903155737
2019-09-30,2,1,0,156.07655481012011,661.742158893965,69.7886099359644,8420.093172369241,3065.1517655145844,0.0022429785449158955,5854676833.4123335,1.0024553903155737
2019-09-30,2,2,0,223.86070217396525,933.0952959385558,97.73451186671615,11752.970362944849,3829.6929352715542,0.001257168953935342,14003048124.802034,1.0024553903155737
2019-09-30,2,6,0,943.2575582556728,3865.512801254674,295.7905882926938,58955.97723073302,10582.345093574253,0.00015653144074198114,872711111849.806,1.0024553903155737
2019-09-30,3,1,0,400.72626219835666,1691.9155546494962,145.9321897943687,22796.81178089278,5635.335371022566,0.0007365881469611179,48455173406.477234,1.0024553903155737
2019-09-30,3,2,0,1211.4648469891447,4967.945593846591,358.99912732570033,83367.54552152175,12908.481262922565,0.00017366797008476614,1545875794046.9119,1.0024553903155737
2019-09-30,3,6,0,1820.610257619632,7317.626912340538,489.56833612237017,120332.58534937185,18080.217578875272,9.549303163805207e-05,3002807786943.4194,1.0024553903155737
2019-09-30,4,1,0,484.3709706556829,2034.1263842786432,162.44212605279176,31168.046600708316,6436.800008436504,0.0005586737442614724,102302629716.46086,1.0024553903155737
