cutoff,subsystem,ftype,n_fail_cum,mtbf_map,mtbf_mean,mtbf_median,mtbf_lo95,mtbf_lo50,mtbf_hi50,mtbf_hi95,max_rhat,divergences
2020-01-31,8,2,0,458.1324669259381,2666.0713923672324,1448.185118158974,202.86721003698324,718.8014951610198,2955.603120338953,11852.593296768533,1.0006957428655592,0
2020-01-31,8,6,0,3377.0834546384604,15021.693808961358,7403.151040471187,872.2001782698832,3464.5326599741347,16164.997158554896,72230.96745331948,1.000761296000848,0
2020-01-31,9,1,2,1569.290427932595,5652.263270499675,2769.257750065254,316.5115725155615,1302.688122022833,6072.494754886576,27907.753107766483,1.0013762172883414,0
2020-01-31,9,2,0,1562.7156207419473,7741.139621387653,3925.5773453118845,487.02965959551227,1906.4431089888494,8383.228430357573,38310.69592428024,1.0009482000280938,0
2020-01-31,9,6,0,8774.993110798468,35382.609664898206,17247.930301386812,1801.5551380111067,8016.185640776141,38231.77652473266,178446.96406174917,1.0017383164892337,0
2020-01-31,10,1,0,36191.20277222188,130703.59183780204,61597.290352759854,5986.953449751901,27118.466451149718,140079.11092979496,691326.7339476544,1.0013433961798626,0
2020-01-31,10,2,1,18760.853926456606,55156.15151346019,27579.06653952917,2817.709212259211,12061.393990570195,61471.58662275309,287432.63420306594,1.0012913541694597,0
2020-01-31,10,6,0,456157.17849089997,1407762.661439468,639080.0293360191,59554.220337058294,285040.94834764994,1425352.618984182,7447892.679740669,1.0020141966437277,0
2020-01-31,11,1,0,1437.6371352294082,7487.378763923524,3786.004439439438,457.0709356452716,1762.2816113130007,8372.832160192698,36750.780067233834,1.0030966514467774,0
2020-01-31,11,2,0,1749.1345617290744,8735.93174760274,4412.077499187175,561.552731659321,2082.698424175531,9422.783523283608,42018.90757932688,1.0007907167342713,0
2020-01-31,11,6,0,10202.242660113583,41174.14619016208,19658.740027350097,2027.0658623407649,8875.31274933577,44846.515789283665,217715.6652105002,1.0014447837072513,0
2020-01-31,12,1,2,348.56091302872176,1316.7294471660769,753.8896815819088,123.98449173986259,388.48874853173004,1495.688584416069,5994.199721113557,1.0010267242555326,0
2020-01-31,12,2,0,576.3214605273575,3219.8006510641385,1786.8803343412105,251.45002441459954,876.8730087236169,3622.732429272716,14410.605579851104,1.0015751947613618,0
2020-01-31,12,6,0,2623.2959792608385,12028.379497685344,6037.003260051553,729.3600226681144,2908.1847088283093,12967.613125655307,61260.6777150605,1.001791404423813,0
2020-01-31,13,1,0,8180.798879297052,33727.39787864327,16068.816990845336,1615.3058837404083,7295.331140067335,36233.493316036576,174664.07620297204,1.0017338372863636,0
2020-01-31,13,2,0,4157.19977471907,18473.163093195504,9292.196587259747,1007.233809089988,4259.2704847158475,20945.47900612877,91662.4164555142,1.0008478892814425,0
2020-01-31,13,6,0,48417.51463538984,170374.01612270175,76603.43218445682,7328.226750900471,33541.00650463688,179158.95208574913,973054.2019626483,1.0007192769678048,1
2020-01-31,14,1,0,2797.284787603946,12432.371070158997,6496.898470398193,744.7276485312772,3088.070763161415,13750.360235924565,60135.973942734556,1.0009685858036022,0
2020-01-31,14,2,0,272884.9855552308,890502.0606745718,399760.8216132958,35998.05223226574,168993.69311160804,913431.398153374,4757265.425235753,1.0020243616098088,0
2020-01-31,14,6,0,1481144.961281384,4292668.996736756,1988161.4560595304,175509.2256569444,843376.7726156925,4612746.161915148,21785619.035817694,1.0016904946684801,0
2020-01-31,15,1,0,2640.069765922922,11829.164437665198,5968.277334695429,701.7609413481042,2788.9669117547555,12994.394599164567,58631.95992523166,1.0011030850861509,0
2020-01-31,15,2,0,80855.34514780117,257024.41548715648,124371.81765462682,11647.492181980591,54561.811854776905,284228.94915829354,1261007.6560094606,1.0020599425506513,0
2020-01-31,15,6,0,166061.57455928845,549412.3476969552,253068.82685531376,21926.883988271362,107060.74688020314,584286.6874909333,2964381.0897770086,1.0027867908309953,0
2020-01-31,16,1,0,4008.0830971453333,16969.55192908865,8801.315395014099,948.1577674505716,4029.5858956178226,19411.22164386745,81232.4937836623,1.0011575105618884,0
2020-01-31,17,1,0,1918.3766642354774,9323.614298643228,4876.238509306966,541.6325116737472,2298.8546938171517,10405.977665962591,47035.65711350969,1.0008369804450268,0
2020-01-31,17,2,0,2113.4830668169516,9792.312294265512,5102.730273958196,633.6882366019767,2442.4792841107696,11039.538582934238,47513.25186581509,1.0013342027266892,0
2020-01-31,17,6,0,3571.663717426663,16039.83518041325,8131.637581437411,895.1336121586626,3762.3613543134998,17404.64886538386,80207.61994124622,1.0014549559135582,0
2020-01-31,18,1,0,1918.1553710580502,9323.401396965563,4650.669198244118,601.0190696525572,2258.623743123385,9993.577561786129,47221.49918721306,1.0008874725050931,0
2020-01-31,18,2,0,2040.8867883093976,10124.70144568789,5184.185384685181,633.4738674575678,2449.403831714025,10953.6241246308,52579.038981928694,1.0009732650221803,0
2020-01-31,18,6,0,15424.952259265396,62136.23862620959,28368.55414062732,2825.823270975813,12623.714244005581,64647.87317929998,331860.3163292288,1.0008089421785547,0
2020-01-31,19,1,0,242.1749993280856,1445.744070192533,811.2385311920439,142.41619442280114,431.004899557179,1609.6575770496893,6161.313090281938,1.0007553595663288,0
2020-01-31,19,2,0,561.4670031590688,3245.546059660456,1687.8234792373833,236.00056609662178,829.3310494327902,3589.1134977942943,16073.430248267201,1.0012624915841393,0
2020-01-31,19,6,0,738.4974993637466,4151.178178263106,2163.8508973258013,305.0249738243345,1069.8169114286115,4503.422483055621,20624.08984687165,1.0010300941072843,0
2020-01-31,20,1,0,433.8756298768775,2405.073369809029,1368.544715421371,202.21879071951247,692.726910173103,2803.432850597541,10573.638526110151,1.0009231867080493,0
2020-01-31,20,2,0,337.93687416433494,2018.6250021647409,1112.065848069059,185.2372312135538,574.634284918928,2277.489332021167,9255.01316136045,1.001860799468778,0
2020-01-31,20,6,0,1884.7267628914842,9179.887209049652,4572.62470014594,585.2609955490465,2214.531592550422,9865.439309769266,45163.79989070862,1.001107918108128,0
2020-01-31,21,1,0,1970.1692242309111,8998.820167248912,4804.2150734004135,575.991908168696,2288.8973651700326,10247.277061839519,44151.59147886103,1.0014113025439992,0
2020-01-31,22,1,0,3754.995634628376,16186.345457843894,8060.265419631603,956.2048861616544,3796.9251291444266,17586.706028349854,79558.93016472796,1.0009529569969224,0
2020-01-31,22,2,0,29427.38610510377,102178.13011677575,49919.13219957873,4800.518080555522,22070.115339865566,111535.5342748426,529564.4328992856,1.0008962686848104,0
2020-01-31,22,6,0,101086.66659384535,308258.3253685774,148142.191500407,14478.397306604356,66971.97502524171,335730.084070173,1611111.3954005984,1.0013386675688232,0
2020-01-31,23,1,0,901.1707887481092,4803.403061403844,2524.714569047781,319.1931909991875,1225.5072483950194,5370.1316535831975,23597.828397703466,1.0007263593849522,0
2020-01-31,23,2,0,1382.9534942142934,7160.471832201156,3680.611260349808,445.87787622421394,1786.2633828032417,7625.214387238332,34415.85510306441,1.0016015525369628,0
2020-01-31,23,6,0,5191.496859641802,21388.789656946807,10900.27985904535,1227.7493593225054,5212.903380246176,24109.34093347508,107812.47690297337,1.001127342829146,0
2020-01-31,24,1,0,8024.942021288026,32765.33050004328,15909.851616639251,1646.2687239309728,7129.370709462966,35753.681800233215,170757.78639216768,1.0012561507134872,0
2020-01-31,24,2,0,7390.13641694078,31658.25371940968,14930.674318394607,1559.6875569523297,6905.056418199638,33644.34401920412,166846.61240601374,1.00127485366797,0
2020-01-31,24,6,0,54077.73845594949,186124.2860087993,88015.06337181284,8197.135627600945,38639.37580509805,198940.58909760864,940694.6044219576,1.0011643548871552,0
2020-01-31,25,1,0,1151.5951821082854,6098.274980478043,3140.015104670094,412.72327880946096,1508.5477735044465,6748.277388171712,30334.733759327803,1.0013007704319554,0
2020-01-31,26,1,0,2144.04766399524,10216.468404472944,5284.148254561227,645.0429469601852,2473.8765729805928,11542.340308261819,49976.15979260778,1.0016938400926263,0
2020-01-31,26,2,0,36581.99962777397,129840.37518492586,60608.34860587455,5487.408033873705,26410.95805008545,139022.97685784232,695858.1808144556,1.0017340934479453,0
2020-01-31,26,6,0,68025.1873034952,228482.44265558064,107800.5987119644,9997.085258503028,47165.0061184783,248121.21374056855,1237583.198733257,1.0014148806511423,0
2020-01-31,27,1,0,479.59263156968933,2750.132743237472,1519.3071592517308,213.05016031955563,750.2989546208541,3069.2229540982335,12769.099287808893,1.0023330619140172,0
2020-01-31,27,2,0,307.76653866437954,1789.238762616539,1002.9724423738693,157.10670115691448,517.0246715274089,1989.89013736735,8343.1083706,1.0008921437065343,0
2020-01-31,27,6,0,1910.6713813502029,9470.109645234896,4748.242575407116,564.2649116089189,2230.7430099923376,9997.348563531046,47886.931057461225,1.0018012510726446,0
2020-01-31,28,1,0,60487.12920244796,207497.33029756974,96735.07903591814,9078.651477080688,42516.795960898526,219629.09574789717,1096365.8825699291,1.0016728871675553,0
2020-01-31,29,1,0,779.5347530104069,4096.475638627507,2219.0377827117936,309.46095683312586,1077.028207430618,4658.993811654336,18817.40017030563,1.0012814310237332,0
2020-01-31,29,2,0,1675.5261373985074,8342.479213388784,4368.348833302389,535.0315328085046,2060.862022421913,9221.172426990608,40520.540054711455,1.0015965853138236,0
2020-01-31,29,6,0,6378.648690621649,28026.539154577094,12769.669479805596,1332.9099706756836,5745.927220051166,29752.5984198153,146746.85267864895,1.0013839913860212,0
2020-02-29,1,1,0,550.4080911425108,3235.2047467947377,1778.2164570526916,262.62258662303026,878.2945361590907,3681.558464299601,15484.075336862112,1.0011442875318122,0
2020-02-29,1,2,0,1060.001163320601,5677.625577129677,3057.1557565341836,404.3404872802533,1482.5899973104745,6431.810882822323,27510.61281199796,1.0012371534961988,0
2020-02-29,1,6,0,4003.886028978974,19277.68502191949,9344.876125423481,1038.852250654657,4276.0197780726,20762.702953406388,97406.3492339644,1.001304711670829,0
2020-02-29,2,1,0,327.4919436491403,1952.3010645679863,1127.7468150317875,182.54241539071865,570.8952217913802,2242.339412689329,8761.972559970689,1.001273582180434,0
2020-02-29,2,2,0,457.320853234118,2791.9785677568866,1531.3518987530124,231.9846561381816,771.3738606513384,3135.6284686669333,13480.656744580168,1.0016625781057185,0
2020-02-29,2,6,0,1758.2806287460778,9077.891270563734,4624.667057306589,559.0067290539429,2198.0492149792753,9893.63055442508,44381.70841044137,1.0017206123191449,0
2020-02-29,3,1,1,1022.4160920356325,3600.317868298351,1951.373704006346,266.73495144014055,956.0954946898271,4134.566999776678,16905.029916526273,1.0014932370313876,0
2020-02-29,3,2,1,2573.046463688676,8419.832326779328,4199.545340989564,495.7613525227606,1995.8678825594366,9340.526034264425,41234.55105644659,1.0021210170525119,0
2020-02-29,3,6,0,3324.567707080322,15953.230373783264,7812.870919732943,935.0297127460761,3661.6967189724364,17350.830036768777,82469.82731230736,1.0007336762514856,0
2020-02-29,4,1,1,877.7503238058869,3401.42378258558,1833.2926349827799,273.2761423303471,922.8329512129077,3845.2928348440514,15898.29798793005,1.0019179627331074,0
2020-02-29,4,2,0,1933.2713723523516,9695.450576776739,5059.840992103529,622.8249844721701,2391.586570797751,10692.239494935728,46633.41502278002,1.0008832898271884,0
2020-02-29,4,6,0,7759.136075395615,33374.61054571498,16545.561101454332,1838.2403568751488,7753.460892142755,37153.11120093369,165139.66282568898,1.0017112962602743,0
2020-02-29,5,1,0,787.10134568275,4396.032151332291,2379.5040363086637,317.1370915854376,1149.439255945567,4977.887864791518,20499.893096063148,1.0006410222132427,0
2020-02-29,5,2,0,436.7857577639632,2550.972961516235,1421.9277135966904,216.8960405879046,731.2869917876476,2888.384444210148,12001.94176909864,1.0011987209493118,0
2020-02-29,5,6,0,1171.5694194509722,6170.672018848762,3427.080794799429,444.34906413789514,1653.6473809609315,6978.219256548017,30377.246059292436,1.0014430177286027,0
2020-02-29,6,1,1,803.1510479076003,3202.106015618304,1810.809266330812,260.71175121049794,884.8669426941419,3668.944925238213,14347.948946904633,1.001181678235984,0
2020-02-29,7,1,0,1709.0223230816312,8815.4521107739,4574.745602540599,563.1512334356848,2193.246475067853,9533.209261239936,42414.11822571658,1.0011673227191193,0
2020-02-29,7,2,0,666.2090342588557,3810.2935326245974,2102.6079478823517,303.00468386771087,1004.9676641059352,4329.373641210417,17384.594097913105,1.001193191149974,0
2020-02-29,7,6,0,4760.61667948353,21389.089481842777,10670.47880150324,1135.0150025214832,4926.076762536558,23394.64884478354,111859.38430984008,1.000935337607067,0
2020-02-29,8,1,0,884.4331607066388,4951.616754694592,2702.0847326120374,359.67841844982286,1279.8769495850572,5420.09325706674,23615.24963709274,1.0015795228100761,0
2020-02-29,8,2,0,474.1111085161629,2757.181522025855,1553.8883735285372,239.74198822495168,787.5474469527226,3216.941465609495,12685.997014906014,1.0007706222779202,0
2020-02-29,8,6,0,3397.814694837158,15694.46892326748,8209.339593729306,929.3224444260208,3811.0106790675636,17955.16888537439,74632.3833430043,1.0012013886130648,0
2020-02-29,9,1,2,1592.4887704992852,5703.554352467871,2961.0390369215147,362.63934622617114,1391.045908705325,6380.927135766595,27544.164513181004,1.0012819983808035,0
2020-02-29,9,2,0,1582.3651899391812,8106.8064208599235,4183.016297828741,544.0754628356824,1971.2677553344165,9096.324412161506,38613.15304082079,1.0014274827134972,0
2020-02-29,9,6,0,8796.32839495419,36288.735120267986,18073.043095591736,2018.8067753917994,8134.728552371079,39357.59289695248,187317.5373696516,1.0009799382933073,0
2020-02-29,10,1,1,14559.099100409667,48235.93214483902,25084.405500921825,2720.5594093597642,11395.9965152101,53740.048946758216,228447.6711653022,1.002351620617157,0
2020-02-29,10,2,1,19174.087146811387,57495.94549260472,27372.988310708773,2978.8688193211356,12496.66351338715,60384.45661532438,290714.2666671067,1.001163642196533,0
2020-02-29,10,6,1,199541.3437227468,540019.5819608397,256393.46260225057,22573.76283805007,112073.20935092165,590629.0692600772,2674726.4710479397,1.0012001031587792,0
2020-02-29,11,1,0,1457.1222968865497,7856.5664171712215,3971.3466089156504,483.2919423727808,1901.6883266004234,8676.744710346728,37327.19179263604,1.001194999488476,0
2020-02-29,11,2,0,1768.9896086261936,8877.892101001147,4738.587558004196,599.5277369831063,2173.2947755059436,9922.566384286412,42816.76206662588,1.0008127591876383,0
2020-02-29,11,6,0,10223.628955760438,41843.70447656957,20449.467378312907,2064.2633545559474,9064.493457788532,45467.81384874094,210798.72344227578,1.0021910017408566,0
